enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,candidate_id,profession,shift_duration,weekend_shift,night_shift,hourly_rate,travel_distance,difficulty_score,fill_probability,filled
19845,city_98,0.949,Female,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Public Sector,1,3,0.0,19845,Care Assistant,12,No,No,40,17,42,0.75820382759259,1
30040,city_11,0.55,Unknown,No relevent experience,no_enrollment,Masters,Other,6,Unknown,Unknown,1,21,1.0,30040,Healthcare Assistant,12,No,No,18,6,51,0.46434632916602836,1
28975,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,1,336,0.0,28975,Care Assistant,8,Yes,Yes,35,1,67,0.08101976866530786,0
8974,city_103,0.92,Female,No relevent experience,Full time course,High School,Unknown,5,5000-9999,Unknown,1,30,0.0,8974,Healthcare Assistant,12,Yes,Yes,20,20,78,0.01798620996209156,0
10216,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,>4,50,0.0,10216,Physiotherapist,8,No,No,31,18,47,0.6055324872205857,1
4875,city_90,0.698,Female,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Pvt Ltd,never,42,0.0,4875,Support Worker,8,No,No,22,9,49,0.5356536708339716,0
27927,city_27,0.848,Male,No relevent experience,no_enrollment,Masters,STEM,12,Unknown,Unknown,2,17,1.0,27927,Healthcare Assistant,12,No,No,27,32,52,0.42905340311653367,1
20969,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,2,46,1.0,20969,Care Assistant,8,Yes,Yes,21,17,77,0.02069111227008788,0
20898,city_11,0.55,Male,No relevent experience,Full time course,High School,Unknown,3,Unknown,Unknown,never,19,0.0,20898,Care Assistant,8,No,No,29,19,48,0.5709465968834663,1
27649,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,4,0.0,27649,Occupational Therapist,12,Yes,No,36,49,60,0.1933213698023087,1
24200,city_114,0.926,Other,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,48,0.0,24200,Physiotherapist,12,Yes,No,21,13,61,0.17201283293576136,0
24687,city_114,0.926,Unknown,No relevent experience,no_enrollment,Graduate,Arts,>20,Unknown,Unknown,3,24,0.0,24687,Care Assistant,12,Yes,No,28,1,55,0.32865254651727005,1
391,city_103,0.92,Unknown,Has relevent experience,Part time course,Graduate,STEM,6,Unknown,Unknown,never,194,1.0,391,Registered Nurse,8,No,No,24,45,56,0.2979366301210704,0
24778,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,2,130,0.0,24778,Support Worker,12,No,No,40,38,46,0.6390927451628512,1
26080,city_21,0.624,Unknown,No relevent experience,no_enrollment,Graduate,No Major,<1,Unknown,Unknown,1,20,1.0,26080,Healthcare Assistant,8,No,No,22,44,56,0.2979366301210704,1
32837,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,4,0.0,32837,Occupational Therapist,12,Yes,Yes,38,38,72,0.04137365106007538,0
10140,city_162,0.767,Male,No relevent experience,Full time course,High School,Unknown,<1,Unknown,Unknown,1,80,0.0,10140,Support Worker,8,No,No,40,36,46,0.6390927451628512,1
22868,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,>4,72,0.0,22868,Physiotherapist,12,No,No,21,10,51,0.46434632916602836,0
16085,city_102,0.804,Male,No relevent experience,no_enrollment,Primary School,Unknown,<1,10000+,Pvt Ltd,>4,11,0.0,16085,Occupational Therapist,8,Yes,No,32,35,60,0.1933213698023087,1
308,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,2,89,0.0,308,Healthcare Assistant,12,No,No,34,26,47,0.6055324872205857,0
27252,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,Unknown,Unknown,2,112,0.0,27252,Healthcare Assistant,8,No,No,37,48,50,0.5,1
33370,city_114,0.926,Male,No relevent experience,Full time course,High School,Unknown,6,Unknown,Unknown,1,264,0.0,33370,Registered Nurse,8,No,Yes,33,33,64,0.11920292202211755,0
29782,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,5,Unknown,Unknown,never,19,0.0,29782,Physiotherapist,8,Yes,No,33,40,61,0.17201283293576136,0
13637,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,never,122,0.0,13637,Occupational Therapist,12,No,No,27,8,47,0.6055324872205857,0
6470,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,34,0.0,6470,Occupational Therapist,8,Yes,No,33,20,57,0.2689414213699951,0
19070,city_16,0.91,Female,No relevent experience,Unknown,High School,Unknown,3,Unknown,Unknown,never,122,0.0,19070,Care Assistant,8,Yes,No,31,2,54,0.36090725483714875,0
19368,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,100-500,Pvt Ltd,>4,10,0.0,19368,Registered Nurse,8,No,No,32,39,50,0.5,0
29696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,Unknown,Unknown,2,22,1.0,29696,Registered Nurse,12,No,Yes,27,40,69,0.062135633086429685,0
22841,city_73,0.754,Male,No relevent experience,Full time course,Masters,STEM,14,Unknown,Unknown,>4,10,1.0,22841,Occupational Therapist,8,No,No,19,28,55,0.32865254651727005,1
32307,city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,80,0.0,32307,Occupational Therapist,8,No,No,18,29,55,0.32865254651727005,1
5942,city_11,0.55,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,16,0.0,5942,Support Worker,8,No,No,26,25,51,0.46434632916602836,1
20191,city_16,0.91,Female,No relevent experience,Full time course,High School,Unknown,<1,50-99,Funded Startup,1,94,0.0,20191,Support Worker,12,No,Yes,39,26,60,0.1933213698023087,0
9363,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,Other,13,10000+,Public Sector,1,166,0.0,9363,Support Worker,8,No,No,19,8,51,0.46434632916602836,0
25744,city_16,0.91,Unknown,No relevent experience,no_enrollment,High School,Unknown,5,Unknown,Unknown,never,111,0.0,25744,Registered Nurse,12,No,Yes,24,30,68,0.07100001915079908,0
14951,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,>4,24,0.0,14951,Care Assistant,12,No,No,37,1,41,0.7834209042318241,1
14543,city_114,0.926,Male,No relevent experience,no_enrollment,High School,Unknown,6,<10,Funded Startup,2,182,0.0,14543,Healthcare Assistant,8,No,No,26,28,51,0.46434632916602836,1
748,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,218,0.0,748,Support Worker,8,No,No,30,30,50,0.5,1
13427,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,8,1000-4999,Pvt Ltd,4,103,0.0,13427,Care Assistant,12,Yes,No,29,13,57,0.2689414213699951,0
32886,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,10/49,Pvt Ltd,1,50,0.0,32886,Physiotherapist,12,No,No,23,41,56,0.2979366301210704,0
15104,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,72,0.0,15104,Support Worker,12,Yes,No,24,49,66,0.09231302875229802,0
20100,city_160,0.92,Male,No relevent experience,Part time course,Graduate,STEM,4,10/49,Pvt Ltd,1,57,0.0,20100,Healthcare Assistant,8,Yes,No,36,21,55,0.32865254651727005,0
18858,city_57,0.866,Male,Has relevent experience,Full time course,Masters,STEM,13,100-500,Unknown,2,19,0.0,18858,Physiotherapist,8,No,No,32,21,47,0.6055324872205857,1
24464,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Unknown,1,166,0.0,24464,Physiotherapist,8,No,No,23,40,56,0.2979366301210704,0
12082,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Pvt Ltd,4,28,0.0,12082,Healthcare Assistant,8,No,No,34,11,44,0.7020633698789296,1
13783,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,NGO,2,13,0.0,13783,Support Worker,8,No,No,22,27,53,0.3944675127794143,1
9492,city_103,0.92,Unknown,No relevent experience,no_enrollment,Masters,STEM,6,Unknown,Unknown,2,12,1.0,9492,Registered Nurse,8,No,No,27,5,47,0.6055324872205857,1
14072,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,2,4,0.0,14072,Healthcare Assistant,8,No,Yes,32,13,60,0.1933213698023087,1
13700,city_24,0.698,Male,No relevent experience,Full time course,High School,Unknown,5,100-500,Pvt Ltd,1,46,0.0,13700,Healthcare Assistant,8,No,No,22,12,50,0.5,1
17036,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Unknown,Unknown,>4,112,1.0,17036,Healthcare Assistant,8,No,No,35,40,50,0.5,0
321,city_20,0.7959999999999999,Unknown,No relevent experience,no_enrollment,Primary School,Unknown,8,Unknown,Pvt Ltd,never,79,0.0,321,Physiotherapist,8,Yes,No,23,33,64,0.11920292202211755,0
17681,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,7,Unknown,Unknown,1,26,0.0,17681,Care Assistant,12,No,No,28,30,51,0.46434632916602836,1
32023,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,3,Unknown,Unknown,>4,108,1.0,32023,Registered Nurse,8,Yes,Yes,20,3,74,0.031414371031570125,0
19193,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,70,0.0,19193,Support Worker,8,No,No,21,48,58,0.24179617240741008,1
15814,city_159,0.843,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,4,134,1.0,15814,Support Worker,8,No,No,20,23,53,0.3944675127794143,1
26837,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,1,89,0.0,26837,Care Assistant,8,No,No,18,31,56,0.2979366301210704,0
28294,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,4,88,0.0,28294,Healthcare Assistant,8,Yes,No,34,6,53,0.3944675127794143,1
13816,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,2,10000+,Public Sector,1,37,0.0,13816,Registered Nurse,8,No,No,38,11,42,0.75820382759259,0
8406,city_16,0.91,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,1,60,0.0,8406,Support Worker,8,No,No,31,37,51,0.46434632916602836,1
375,city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,11,100-500,Pvt Ltd,2,26,0.0,375,Occupational Therapist,12,Yes,No,39,39,57,0.2689414213699951,0
22435,city_100,0.887,Male,Has relevent experience,Full time course,High School,Unknown,13,500-999,Unknown,Never,49,0.0,22435,Support Worker,8,No,Yes,22,47,72,0.04137365106007538,0
2890,city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,>4,308,0.0,2890,Healthcare Assistant,8,No,No,31,45,53,0.3944675127794143,0
16144,city_104,0.924,Male,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,1,94,0.0,16144,Occupational Therapist,12,No,No,21,37,56,0.2979366301210704,0
26998,city_114,0.926,Male,No relevent experience,Full time course,High School,Unknown,2,10000+,Pvt Ltd,2,11,0.0,26998,Care Assistant,8,Yes,No,23,39,65,0.10500058502026482,0
30034,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,196,0.0,30034,Registered Nurse,12,No,No,26,6,47,0.6055324872205857,1
7043,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,44,0.0,7043,Care Assistant,8,Yes,No,37,18,54,0.36090725483714875,1
2117,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Public Sector,3,46,0.0,2117,Care Assistant,8,No,No,31,1,44,0.7020633698789296,0
7624,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,Unknown,Unknown,1,47,1.0,7624,Registered Nurse,8,Yes,Yes,27,18,74,0.031414371031570125,0
23075,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Unknown,>20,1000-4999,Public Sector,>4,7,0.0,23075,Registered Nurse,12,No,No,40,11,41,0.7834209042318241,0
9553,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,2,220,1.0,9553,Support Worker,8,No,No,30,42,52,0.42905340311653367,0
23348,city_27,0.848,Unknown,No relevent experience,Unknown,Graduate,STEM,4,50-99,Pvt Ltd,3,58,0.0,23348,Support Worker,8,No,No,31,6,45,0.6713474534827301,0
8134,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,140,0.0,8134,Registered Nurse,8,Yes,Yes,37,5,67,0.08101976866530786,1
30420,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,10000+,Public Sector,1,17,0.0,30420,Occupational Therapist,8,Yes,No,21,24,63,0.13503642292280238,0
7895,city_116,0.743,Male,No relevent experience,no_enrollment,Masters,STEM,5,Unknown,Unknown,never,79,0.0,7895,Physiotherapist,12,Yes,No,36,2,51,0.46434632916602836,1
18751,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,Unknown,11,10/49,Pvt Ltd,1,120,0.0,18751,Support Worker,8,No,No,24,48,56,0.2979366301210704,0
24487,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,50,0.0,24487,Physiotherapist,12,Yes,Yes,37,35,73,0.03606453809916635,0
130,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Public Sector,>4,54,0.0,130,Occupational Therapist,8,Yes,Yes,27,34,77,0.02069111227008788,0
1896,city_144,0.84,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Unknown,Pvt Ltd,4,69,0.0,1896,Registered Nurse,12,Yes,Yes,37,42,74,0.031414371031570125,0
16779,city_16,0.91,Unknown,Has relevent experience,no_enrollment,Masters,STEM,16,<10,Unknown,1,45,0.0,16779,Occupational Therapist,8,No,No,28,2,45,0.6713474534827301,0
1831,city_98,0.949,Male,No relevent experience,no_enrollment,Graduate,STEM,3,<10,Funded Startup,>4,43,0.0,1831,Support Worker,12,No,No,24,12,49,0.5356536708339716,1
24441,city_40,0.7759999999999999,Unknown,Has relevent experience,Unknown,Masters,STEM,17,50-99,Funded Startup,1,37,0.0,24441,Care Assistant,8,No,No,40,2,39,0.8279871670642386,1
21062,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,>4,117,0.0,21062,Registered Nurse,12,No,No,29,47,54,0.36090725483714875,1
13026,city_136,0.897,Unknown,No relevent experience,Full time course,Graduate,STEM,7,Unknown,Unknown,1,86,1.0,13026,Healthcare Assistant,8,Yes,No,35,50,62,0.15260866484263105,0
19042,city_16,0.91,Unknown,Has relevent experience,no_enrollment,Masters,STEM,15,Unknown,Unknown,1,14,0.0,19042,Physiotherapist,8,No,Yes,25,35,69,0.062135633086429685,0
1755,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,32,1.0,1755,Occupational Therapist,12,No,Yes,40,29,59,0.21657909576817594,0
30224,city_21,0.624,Male,No relevent experience,Full time course,Masters,Other,3,50-99,Pvt Ltd,2,80,1.0,30224,Registered Nurse,8,No,No,33,33,49,0.5356536708339716,0
14213,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Funded Startup,2,60,0.0,14213,Occupational Therapist,12,No,No,32,5,44,0.7020633698789296,1
22128,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,70,0.0,22128,Registered Nurse,8,No,No,18,43,58,0.24179617240741008,0
21305,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,32,0.0,21305,Support Worker,8,Yes,Yes,32,43,76,0.023792942398164606,0
20177,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,16,0.0,20177,Support Worker,12,Yes,No,27,33,62,0.15260866484263105,0
25262,city_16,0.91,Other,Has relevent experience,no_enrollment,Masters,No Major,10,<10,Pvt Ltd,1,105,0.0,25262,Support Worker,8,Yes,No,26,39,63,0.13503642292280238,0
9146,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,300,0.0,9146,Occupational Therapist,8,Yes,No,32,13,55,0.32865254651727005,0
31116,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Pvt Ltd,never,28,0.0,31116,Healthcare Assistant,12,Yes,No,34,31,58,0.24179617240741008,1
24449,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,No Major,4,50-99,Early Stage Startup,1,74,1.0,24449,Support Worker,8,Yes,No,33,36,60,0.1933213698023087,1
27126,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,3,Unknown,Unknown,1,100,1.0,27126,Registered Nurse,8,Yes,No,38,19,53,0.3944675127794143,0
13287,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,Unknown,Unknown,never,45,1.0,13287,Support Worker,8,Yes,No,39,25,55,0.32865254651727005,0
3405,city_21,0.624,Male,No relevent experience,Unknown,Unknown,Unknown,6,Unknown,Pvt Ltd,never,17,0.0,3405,Care Assistant,12,Yes,No,27,43,64,0.11920292202211755,0
18458,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Early Stage Startup,2,67,0.0,18458,Support Worker,12,Yes,No,40,35,56,0.2979366301210704,1
24343,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,1,39,0.0,24343,Occupational Therapist,12,No,Yes,33,37,65,0.10500058502026482,0
11742,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,106,0.0,11742,Healthcare Assistant,8,No,No,22,39,55,0.32865254651727005,1
9836,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,2,78,0.0,9836,Care Assistant,8,No,Yes,18,33,71,0.04742587317756678,0
13532,city_165,0.903,Unknown,No relevent experience,Part time course,Graduate,Humanities,10,50-99,Pvt Ltd,1,73,0.0,13532,Occupational Therapist,8,No,No,21,43,57,0.2689414213699951,0
19871,city_104,0.924,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,34,1.0,19871,Occupational Therapist,8,No,No,25,3,47,0.6055324872205857,1
26665,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,1,15,1.0,26665,Occupational Therapist,8,No,No,19,47,59,0.21657909576817594,0
19076,city_71,0.884,Unknown,No relevent experience,Unknown,Graduate,STEM,13,Unknown,Unknown,never,83,0.0,19076,Registered Nurse,8,Yes,No,19,42,68,0.07100001915079908,0
12009,city_71,0.884,Male,No relevent experience,Full time course,Graduate,STEM,3,Unknown,Unknown,never,11,1.0,12009,Occupational Therapist,12,No,Yes,25,24,66,0.09231302875229802,0
23495,city_11,0.55,Unknown,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,>4,12,1.0,23495,Registered Nurse,12,No,Yes,29,3,60,0.1933213698023087,0
6512,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,34,0.0,6512,Occupational Therapist,8,No,No,30,7,45,0.6713474534827301,1
8148,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,28,0.0,8148,Physiotherapist,12,Yes,No,36,13,53,0.3944675127794143,0
6553,city_115,0.789,Unknown,No relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,4,79,0.0,6553,Care Assistant,12,No,No,22,24,52,0.42905340311653367,1
22755,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,>4,74,0.0,22755,Physiotherapist,8,Yes,No,35,38,59,0.21657909576817594,0
1340,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,218,0.0,1340,Occupational Therapist,8,No,No,35,30,48,0.5709465968834663,1
24383,city_114,0.926,Unknown,No relevent experience,Unknown,High School,Unknown,3,100-500,Public Sector,2,65,0.0,24383,Care Assistant,8,Yes,No,20,5,60,0.1933213698023087,0
4527,city_160,0.92,Male,Has relevent experience,Full time course,Unknown,Unknown,5,10000+,Pvt Ltd,2,109,0.0,4527,Care Assistant,8,No,No,24,23,51,0.46434632916602836,0
32671,city_145,0.555,Unknown,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,NGO,never,42,0.0,32671,Healthcare Assistant,8,Yes,No,40,41,57,0.2689414213699951,1
10807,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,15,0.0,10807,Physiotherapist,8,No,No,22,44,56,0.2979366301210704,0
25532,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,1,25,0.0,25532,Healthcare Assistant,12,Yes,No,18,27,65,0.10500058502026482,0
15040,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,Unknown,15,50-99,Pvt Ltd,1,23,0.0,15040,Care Assistant,8,No,No,35,18,45,0.6713474534827301,0
24348,city_7,0.647,Female,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,never,55,0.0,24348,Registered Nurse,8,No,Yes,24,40,70,0.05431326613264062,0
2154,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,2,78,0.0,2154,Care Assistant,8,No,No,39,20,44,0.7020633698789296,0
5414,city_71,0.884,Male,Has relevent experience,Full time course,High School,Unknown,8,Unknown,Unknown,never,74,0.0,5414,Healthcare Assistant,8,Yes,No,20,6,60,0.1933213698023087,0
32730,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,2,122,1.0,32730,Physiotherapist,8,No,No,36,30,47,0.6055324872205857,1
1948,city_10,0.895,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,1,22,0.0,1948,Occupational Therapist,8,No,No,26,50,56,0.2979366301210704,1
15365,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,>4,143,0.0,15365,Occupational Therapist,12,No,No,20,6,50,0.5,1
24500,city_16,0.91,Unknown,No relevent experience,no_enrollment,Graduate,STEM,11,Unknown,Unknown,1,103,1.0,24500,Physiotherapist,8,No,No,39,50,50,0.5,0
14982,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,22,0.0,14982,Occupational Therapist,12,Yes,Yes,20,17,77,0.02069111227008788,0
25911,city_136,0.897,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Funded Startup,2,50,0.0,25911,Occupational Therapist,8,Yes,No,30,43,62,0.15260866484263105,0
27313,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,3,280,1.0,27313,Healthcare Assistant,8,No,No,30,36,51,0.46434632916602836,0
18466,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,High School,Unknown,14,Unknown,Pvt Ltd,1,14,0.0,18466,Physiotherapist,8,No,No,36,15,44,0.7020633698789296,1
11537,city_42,0.563,Unknown,No relevent experience,Full time course,Unknown,Unknown,2,10/49,Unknown,1,20,1.0,11537,Support Worker,12,No,No,24,17,50,0.5,0
29134,city_104,0.924,Unknown,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,>4,43,0.0,29134,Registered Nurse,12,No,No,20,25,54,0.36090725483714875,0
14141,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,18,0.0,14141,Registered Nurse,8,No,No,28,44,53,0.3944675127794143,0
13835,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,Unknown,Unknown,never,70,1.0,13835,Occupational Therapist,8,No,Yes,38,30,61,0.17201283293576136,0
9568,city_7,0.647,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,never,30,1.0,9568,Registered Nurse,8,No,No,18,43,58,0.24179617240741008,1
23201,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,174,0.0,23201,Physiotherapist,12,No,No,19,40,58,0.24179617240741008,0
2843,city_105,0.794,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10/49,Pvt Ltd,1,55,0.0,2843,Physiotherapist,8,No,No,26,17,49,0.5356536708339716,1
26987,city_165,0.903,Unknown,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,90,0.0,26987,Care Assistant,8,No,No,20,5,50,0.5,1
24365,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,1,<10,Early Stage Startup,Never,85,1.0,24365,Care Assistant,8,No,No,22,44,56,0.2979366301210704,0
11052,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,19,Unknown,Unknown,1,80,0.0,11052,Registered Nurse,8,No,No,21,48,58,0.24179617240741008,0
3552,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,Unknown,16,<10,Pvt Ltd,never,66,0.0,3552,Support Worker,12,No,No,25,48,56,0.2979366301210704,0
24651,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,<10,Funded Startup,1,80,1.0,24651,Care Assistant,8,No,No,34,49,51,0.46434632916602836,1
4644,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Unknown,Unknown,3,26,0.0,4644,Care Assistant,8,Yes,Yes,39,42,73,0.03606453809916635,0
3082,city_83,0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,1,37,0.0,3082,Physiotherapist,8,No,Yes,23,42,71,0.04742587317756678,0
3886,city_160,0.92,Male,No relevent experience,Full time course,High School,Unknown,5,Unknown,Pvt Ltd,never,212,0.0,3886,Support Worker,8,Yes,No,34,35,59,0.21657909576817594,0
15821,city_24,0.698,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Public Sector,2,45,0.0,15821,Occupational Therapist,8,No,No,37,11,43,0.7310585786300049,1
10670,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,78,1.0,10670,Registered Nurse,12,No,No,34,28,47,0.6055324872205857,0
20377,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10/49,Unknown,1,29,0.0,20377,Care Assistant,8,Yes,Yes,31,44,77,0.02069111227008788,0
791,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,77,0.0,791,Support Worker,8,No,No,23,20,52,0.42905340311653367,0
